1,2,3,4,5,6,7,9,11,13,19,20,22,24,25,26,30,31,34,35,42,43,44,45,46,47,48,49,50,51,52,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,130,134,168,169,172,173,174,175,176,177,178,180
ID,WEIGHT,YEAR,SEX,AGE,AGE_GRP,REGION,MASTAT,HHSIZE,NKIDS,EDUC,JBSTAT,HOH,FIHHYR2,FIHHYR_A,DFIHHYR,US,USTOT,USTOTY_A,USTOTDY_A,USN,USA,USB,USC,USD,USE,USG,USH,USI,USJ,TENURE,BILLSCC,XPHDR1,XPHDR2,XPHDR3,XPHDR4,XPHDR5,XPHDR6,XPHDR7,XPHDR8,XPHDR9,XPHDR10,XPHDR11,XPHDR12,XPHDR13,XPHDR14,XPHDR15,XPHDD1,XPHDD2,XPHDD3,XPHDD4,XPHDD5,XPHDD6,XPHDD7,XPHDD8,XPHDD9,HSCRCHG,SAVING11,NVESTTOT,NVESTTOT_A,DEBTCONC_ACT1,DEBTCONC_ACT2,DEBTCONC_ACT3,DEBTCONC_ACT4,DEBTCONC_ACT5,DEBTCONC_ACT6,DEBTCONC_ACT7,PUBSECTY
1798,0.541,2010,FEMALE,28,25 to 34,NORTH WEST,NEVER MARRIED,2,0,GCSE/O to LEVEL/CSE,IN PAID EMPLOYMENT,YES,4500 to 6499,14500,less thaN 200,YES,1000 to 1499,0.086206898,1.041666627,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,HARDER,DO NOT KNOW,500 to 999,750,YES,NO,YES,NO,NO,NO,NO,NO
1899,0.431,2010,MALE,30,25 to 34,WALES,MARRIED OR COUPLE,2,0,A LEVEL,SOMETHING ELSE,NO,6500 to 7499,7000,less thaN 200,YES,500 to 999,0.107142858,0.625,2,YES,NO,NO,NO,YES,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,HARDER,DO NOT KNOW,LESS THAN 500,250,YES,YES,NO,NO,NO,NO,NO,NO
1870,1.316,2010,MALE,41,35 to 44,SOUTH WEST,MARRIED OR COUPLE,5 aNd over,2,A LEVEL,IN PAID EMPLOYMENT,NO,15500 to 17499,16500,less thaN 200,YES,200 to 499,0.021212121,0.291666657,1,NO,NO,NO,NO,NO,NO,YES,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NOT APPLICABLE,DO NOT KNOW,LESS THAN 500,250,YES,YES,NO,NO,NO,NO,NO,NO
1782,0.523,2010,FEMALE,45,45 to 54,YORKSHIRE AND HUMBERSIDE,NEVER MARRIED,1,0,BACHELOR DEGREE OR EQUIVALENT,UNEMPLOYED,YES,13500 to 15499,14500,less thaN 200,YES,less thaN 200,0.006896552,0.083333336,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,HARDER,DO NOT KNOW,10000  to  12499,11250,YES,NO,NO,NO,NO,NO,NO,NO
1860,0.529,2010,FEMALE,28,25 to 34,GREATER LONDON,NEVER MARRIED,1,0,BACHELOR DEGREE OR EQUIVALENT,FULL TIME STUDENT,YES,4500 to 6499,5500,less thaN 200,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,LESS THAN 500,250,,,,,,,,NO
399,0.473,2010,MALE,42,35 to 44,YORKSHIRE AND HUMBERSIDE,MARRIED OR COUPLE,4,2,MASTERS/PHD OR EQUIVALENT,IN PAID EMPLOYMENT,NO,9500 to 11499,10500,200 to 299,YES,1500 to 1999,0.166666672,0.583333313,2,NO,YES,YES,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,HARDER,DO NOT KNOW,LESS THAN 500,250,YES,YES,NO,NO,NO,NO,NO,YES
781,0.81,2010,FEMALE,68,65 aNd over,WALES,MARRIED OR COUPLE,2,0,MASTERS/PHD OR EQUIVALENT,SELF EMPLOYED,YES,30000 to 39999,35000,DO NOT KNOW,NO,NOT APPLICABLE,0,NOT APPLICABLE,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,DO NOT KNOW,GREATER THAN OR EQUAL TO 150000,175000,,,,,,,,NO
1494,0.577,2010,FEMALE,60,55 to 64,SOUTH EAST,WIDOWED/DIVORCED/SEPARATED,1,0,A LEVEL,RETIRED,YES,17500 to 24999,21250,less thaN 200,YES,500 to 999,0.035294119,0.625,1,NO,NO,YES,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,KEEPING UP WITHOUT MUCH DIFFICULTY,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,THE SAME,DO NOT KNOW,2000  to  2999,2500,NO,YES,NO,NO,NO,NO,NO,NO
1675,0.394,2010,FEMALE,64,55 to 64,EAST MIDLANDS,MARRIED OR COUPLE,2,0,OTHER,RETIRED,NO,15500 to 17499,16500,700 to 799,NO,NOT APPLICABLE,0,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,KEEPING UP STRUGGLE FROM TIME TO TIME,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,HARDER,DO NOT KNOW,2000  to  2999,2500,,,,,,,,YES
