1,2,3,4,5,6,7,9,11,13,19,20,22,24,25,26,30,31,34,35,42,43,44,45,46,47,48,49,50,51,52,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,130,134,168,169,172,173,174,175,176,177,178,180
ID,WEIGHT,YEAR,SEX,AGE,AGE_GRP,REGION,MASTAT,HHSIZE,NKIDS,EDUC,JBSTAT,HOH,FIHHYR2,FIHHYR_A,DFIHHYR,US,USTOT,USTOTY_A,USTOTDY_A,USN,USA,USB,USC,USD,USE,USG,USH,USI,USJ,TENURE,BILLSCC,XPHDR1,XPHDR2,XPHDR3,XPHDR4,XPHDR5,XPHDR6,XPHDR7,XPHDR8,XPHDR9,XPHDR10,XPHDR11,XPHDR12,XPHDR13,XPHDR14,XPHDR15,XPHDD1,XPHDD2,XPHDD3,XPHDD4,XPHDD5,XPHDD6,XPHDD7,XPHDD8,XPHDD9,HSCRCHG,SAVING11,NVESTTOT,NVESTTOT_A,DEBTCONC_ACT1,DEBTCONC_ACT2,DEBTCONC_ACT3,DEBTCONC_ACT4,DEBTCONC_ACT5,DEBTCONC_ACT6,DEBTCONC_ACT7,PUBSECTY
1776,0.6,2005,MALE,,55 to 64,WALES,WIDOWED/DIVORCED/SEPARATED,1,0,GCSE/O to LEVEL/CSE,RETIRED,YES,4500 to 6499,14500,,NO,,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,,,,,,,,
233,0.997,2005,FEMALE,,35 to 44,WEST MIDLANDS,MARRIED OR COUPLE,3,1,A LEVEL,IN PAID EMPLOYMENT,NO,DO NOT KNOW,NOT APPLICABLE,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
24,0.678,2005,FEMALE,,35 to 44,WEST MIDLANDS,MARRIED OR COUPLE,5 aNd over,4,OTHER,IN PAID EMPLOYMENT,YES,DO NOT KNOW,12500,,NO,,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
1344,1.242,2005,FEMALE,,65 aNd over,EAST ANGLIA,MARRIED OR COUPLE,2,0,OTHER,RETIRED,YES,DO NOT KNOW,7000,,NO,,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,3000  to  3999,3500,,,,,,,,
1472,0.628,2005,MALE,,25 to 34,YORKSHIRE AND HUMBERSIDE,NEVER MARRIED,3,2,BACHELOR DEGREE OR EQUIVALENT,IN PAID EMPLOYMENT,YES,DO NOT KNOW,12500,,YES,,0.180000007,,1,NO,YES,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
1345,1.457,2005,FEMALE,,65 aNd over,EAST ANGLIA,WIDOWED/DIVORCED/SEPARATED,1,0,OTHER,RETIRED,YES,DO NOT KNOW,8500,,NO,,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,LOCAL AUTHORITY RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,2000  to  2999,2500,,,,,,,,
971,0.819,2005,MALE,,55 to 64,WEST MIDLANDS,MARRIED OR COUPLE,2,0,OTHER,UNEMPLOYED,NO,DO NOT KNOW,REFUSED,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,500 to 999,750,,,,,,,,
894,0.483,2005,FEMALE,,25 to 34,NORTH,MARRIED OR COUPLE,2,0,OTHER,SOMETHING ELSE,YES,DO NOT KNOW,10500,,YES,,0.052380953,,2,YES,YES,NO,NO,NO,NO,NO,NO,NO,OWNED MORTGAGE,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,1000  to  1999,1500,,,,,,,,
1700,2.501,2005,MALE,,65 aNd over,NORTH WEST,WIDOWED/DIVORCED/SEPARATED,1,0,OTHER,RETIRED,YES,DO NOT KNOW,REFUSED,,NO,,NOT APPLICABLE,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,OWNED OUTRIGHT,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,10000  to  12499,11250,,,,,,,,
1120,2.481,2005,MALE,,25 to 34,NORTH WEST,MARRIED OR COUPLE,4,2,OTHER,SOMETHING ELSE,NO,DO NOT KNOW,14500,,NO,,0,,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,PRIVATE RENTED,DO NOT KNOW,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,QUESTION NOT OFFERED,DO NOT KNOW,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
